Unnamed: 0,計,男,女,計.1,男.1,女.1,％,計.2,男.2,女.2,％.1,計.3,男.3,女.3,％.2,計.4,男.4,女.4,％.3,計.5,男.5,女.5,％.4,計.6,男.6,女.6,％.5,計.7,男.7,女.7,％.6
總    計,23603121.0,11705186.0,11897935.0,975801.0,505739.0,470062.0,4.134203269135468,1388039.0,718929.0,669110.0,5.880743483033451,2389411.0,1239596.0,1149815.0,10.123284119926344,2595384.0,1347253.0,1248131.0,10.995935664609778,1312796.0,686402.0,626394.0,5.561959369695219,19338629.0,9486379.0,9852250.0,81.93250799332851,3607127.0,1647251.0,1959876.0,15.282415405996522
新北市,4018696.0,1963658.0,2055038.0,152758.0,79007.0,73751.0,3.80118326939883,220761.0,114125.0,106636.0,5.493349086370306,386558.0,200221.0,186337.0,9.618990836828663,419596.0,217411.0,202185.0,10.441098306515348,212514.0,110990.0,101524.0,5.288133265118835,3326939.0,1604227.0,1722712.0,82.78653075524997,578511.0,261801.0,316710.0,14.395490477508128
臺北市,2645041.0,1260049.0,1384992.0,126241.0,65139.0,61102.0,4.772742653138458,176552.0,90990.0,85562.0,6.674830371249444,289595.0,149678.0,139917.0,10.948601552868178,312497.0,161558.0,150939.0,11.814448244847622,132474.0,69147.0,63327.0,5.008391174276693,2171325.0,1014425.0,1156900.0,82.09040994071547,477944.0,212812.0,265132.0,18.069436352782432
桃園市,2249037.0,1116111.0,1132926.0,115649.0,60009.0,55640.0,5.142156398494111,160827.0,83559.0,77268.0,7.15092726353546,268660.0,139497.0,129163.0,11.945557142901606,290665.0,151114.0,139551.0,12.923975906132268,139049.0,73006.0,66043.0,6.182601709087045,1783393.0,873352.0,910041.0,79.29584973479761,272348.0,125077.0,147271.0,12.109538438007023
臺中市,2815261.0,1384164.0,1431097.0,131336.0,68320.0,63016.0,4.665144723704126,187602.0,97386.0,90216.0,6.663751602426915,319713.0,166018.0,153695.0,11.356424857233485,347070.0,180142.0,166928.0,12.328164244807143,169592.0,88132.0,81460.0,6.02402406029139,2254312.0,1092986.0,1161326.0,80.07470710530924,362249.0,165497.0,196752.0,12.867332726876832
臺南市,1880906.0,937342.0,943564.0,71740.0,37192.0,34548.0,3.8141193658800603,103345.0,53386.0,49959.0,5.494426622064048,180129.0,93268.0,86861.0,9.57671462582394,195897.0,101516.0,94381.0,10.415034031472068,99092.0,51782.0,47310.0,5.268312185723263,1558918.0,770121.0,788797.0,82.88122851434362,295947.0,135880.0,160067.0,15.734279118680039
高雄市,2773198.0,1369850.0,1403348.0,105591.0,54797.0,50794.0,3.8075535897545,150272.0,77874.0,72398.0,5.4187259618678505,259147.0,134270.0,124877.0,9.344698791792002,281801.0,146255.0,135546.0,10.161589616031744,147285.0,76876.0,70409.0,5.3110163789242595,2302429.0,1125255.0,1177174.0,83.02432786984556,438452.0,199770.0,238682.0,15.810338821822315
臺灣省,7067708.0,3596501.0,3471207.0,266767.0,138305.0,128462.0,3.7744485199445137,381123.0,197685.0,183438.0,5.39245537591536,673776.0,350498.0,323278.0,9.533161245484392,735173.0,382633.0,352540.0,10.401858707235782,407087.0,213443.0,193644.0,5.759816336498338,5809627.0,2939766.0,2869861.0,82.1995900226778,1160951.0,536373.0,624578.0,16.426131356869867
宜蘭縣,454178.0,229222.0,224956.0,16580.0,8559.0,8021.0,3.6505511055136974,23780.0,12329.0,11451.0,5.235832647111925,41998.0,21820.0,20178.0,9.247035303339219,45701.0,23731.0,21970.0,10.062354407302863,25088.0,13014.0,12074.0,5.52382546050227,376062.0,188644.0,187418.0,82.80057598562678,75171.0,34725.0,40446.0,16.55099982826117
新竹縣,563933.0,287837.0,276096.0,28292.0,14822.0,13470.0,5.016908036947652,41438.0,21540.0,19898.0,7.348036025556228,73209.0,38056.0,35153.0,12.981861320405082,79454.0,41288.0,38166.0,14.08926237691357,37292.0,19546.0,17746.0,6.612842305734901,438811.0,222540.0,216271.0,77.8126124912002,71051.0,33877.0,37174.0,12.599191747955874
苗栗縣,545459.0,281290.0,264169.0,19266.0,9908.0,9358.0,3.5320711547522357,28566.0,14688.0,13878.0,5.237057230699282,52167.0,26941.0,25226.0,9.56387189504619,57058.0,29510.0,27548.0,10.460547905525438,31923.0,17011.0,14912.0,5.852502204565329,447886.0,230302.0,217584.0,82.11176275393751,90378.0,42792.0,47586.0,16.569164685155073
彰化縣,1272802.0,647449.0,625353.0,54741.0,28418.0,26323.0,4.3008260514989765,75335.0,39194.0,36141.0,5.91883105149112,128509.0,66830.0,61679.0,10.096542902980982,139585.0,72753.0,66832.0,10.966748952311514,75436.0,39872.0,35564.0,5.9267662998643935,1036432.0,523737.0,512695.0,81.42916180207133,203216.0,93613.0,109603.0,15.966033994289763
南投縣,494112.0,252705.0,241407.0,15735.0,8150.0,7585.0,3.1845006800077713,22368.0,11624.0,10744.0,4.526908878958617,40593.0,21114.0,19479.0,8.215343889644453,44613.0,23193.0,21420.0,9.02892461628133,27359.0,14181.0,13178.0,5.537003756233404,413905.0,211015.0,202890.0,83.76744543747166,88253.0,41470.0,46783.0,17.86093031539408
雲林縣,681306.0,352821.0,328485.0,22515.0,11639.0,10876.0,3.3046824774770807,32166.0,16603.0,15563.0,4.72122658541096,58385.0,30377.0,28008.0,8.569570794914473,64268.0,33469.0,30799.0,9.433059447590363,39656.0,20747.0,18909.0,5.820585757354258,565893.0,292529.0,273364.0,83.0600346980652,126159.0,57757.0,68402.0,18.517230143283633
嘉義縣,503113.0,261238.0,241875.0,13812.0,7142.0,6670.0,2.7453077141715676,19401.0,10049.0,9352.0,3.856191352638473,35008.0,18209.0,16799.0,6.958277762649742,38522.0,20044.0,18478.0,7.656729203976045,26334.0,13839.0,12495.0,5.2342117973497,429144.0,222512.0,206632.0,85.29773629383457,99004.0,45724.0,53280.0,19.678283009979864
屏東縣,819184.0,417815.0,401369.0,25919.0,13438.0,12481.0,3.1640022266059886,37159.0,19250.0,17909.0,4.536099337877693,66283.0,34515.0,31768.0,8.091344557510888,72532.0,37767.0,34765.0,8.854176839391394,43242.0,22551.0,20691.0,5.278667552100627,689824.0,350437.0,339387.0,84.20867595070216,141120.0,66133.0,74987.0,17.22689896287037
臺東縣,216781.0,111570.0,105211.0,7621.0,3973.0,3648.0,3.5155294975113134,10923.0,5739.0,5184.0,5.038725718582348,19373.0,10176.0,9197.0,8.93666880400035,21187.0,11098.0,10089.0,9.773458006006061,12306.0,6456.0,5850.0,5.676696758479756,179767.0,92147.0,87620.0,82.92562540075006,36236.0,16420.0,19816.0,16.71548705836766
