Unnamed: 0,計,男,女,計.1,男.1,女.1,％,計.2,男.2,女.2,％.1,計.3,男.3,女.3,％.2,計.4,男.4,女.4,％.3,計.5,男.5,女.5,％.4,計.6,男.6,女.6,％.5,計.7,男.7,女.7,％.6
苗栗縣,553807.0,285844.0,267963.0,22827.0,11758.0,11069.0,4.12,32949.0,17019.0,15930.0,5.95,56361.0,29278.0,27083.0,10.18,61304.0,31905.0,29399.0,11.07,35503.0,18894.0,16609.0,6.41,448973.0,230855.0,218118.0,81.07,85361.0,40579.0,44782.0,15.41
彰化縣,1282458.0,653646.0,628812.0,56167.0,29267.0,26900.0,4.38,78830.0,40991.0,37839.0,6.15,132175.0,69039.0,63136.0,10.31,144019.0,75173.0,68846.0,11.23,85210.0,44813.0,40397.0,6.64,1032883.0,523057.0,509826.0,80.54,189499.0,87212.0,102287.0,14.78
南投縣,501051.0,256732.0,244319.0,15974.0,8295.0,7679.0,3.19,23374.0,12142.0,11232.0,4.66,42005.0,21828.0,20177.0,8.38,46356.0,24057.0,22299.0,9.25,31417.0,16342.0,15075.0,6.27,415400.0,212171.0,203229.0,82.91,82780.0,38725.0,44055.0,16.52
雲林縣,690373.0,358179.0,332194.0,23569.0,12053.0,11516.0,3.41,34347.0,17655.0,16692.0,4.98,61305.0,31917.0,29388.0,8.88,67692.0,35247.0,32445.0,9.81,45018.0,23655.0,21363.0,6.52,567240.0,293775.0,273465.0,82.16,121190.0,55241.0,65949.0,17.55
嘉義縣,511182.0,265882.0,245300.0,14275.0,7430.0,6845.0,2.79,20654.0,10754.0,9900.0,4.04,37067.0,19399.0,17668.0,7.25,41141.0,21528.0,19613.0,8.05,30891.0,16253.0,14638.0,6.04,431097.0,223879.0,207218.0,84.33,94384.0,43237.0,51147.0,18.46
屏東縣,829939.0,424486.0,405453.0,26520.0,13848.0,12672.0,3.2,38585.0,20174.0,18411.0,4.65,68504.0,35865.0,32639.0,8.25,75456.0,39467.0,35989.0,9.09,50090.0,26091.0,23999.0,6.04,691694.0,352245.0,339449.0,83.34,131347.0,61885.0,69462.0,15.83
臺東縣,219540.0,113378.0,106162.0,7898.0,4117.0,3781.0,3.6,11364.0,5938.0,5426.0,5.18,20176.0,10554.0,9622.0,9.19,22171.0,11634.0,10537.0,10.1,13884.0,7293.0,6591.0,6.32,180083.0,92718.0,87365.0,82.03,34158.0,15579.0,18579.0,15.56
花蓮縣,329237.0,167179.0,162058.0,12739.0,6626.0,6113.0,3.87,18126.0,9474.0,8652.0,5.51,31028.0,16252.0,14776.0,9.42,33848.0,17682.0,16166.0,10.28,20292.0,10572.0,9720.0,6.16,270013.0,136165.0,133848.0,82.01,50472.0,23318.0,27154.0,15.33
澎湖縣,104073.0,53648.0,50425.0,4363.0,2334.0,2029.0,4.19,5713.0,3041.0,2672.0,5.49,8910.0,4699.0,4211.0,8.56,9663.0,5073.0,4590.0,9.28,5556.0,2916.0,2640.0,5.34,86680.0,44475.0,42205.0,83.29,16170.0,7495.0,8675.0,15.54
基隆市,371458.0,185870.0,185588.0,11503.0,5939.0,5564.0,3.1,16846.0,8666.0,8180.0,4.54,30288.0,15652.0,14636.0,8.15,33229.0,17178.0,16051.0,8.95,21686.0,11403.0,10283.0,5.84,310718.0,154300.0,156418.0,83.65,55025.0,24986.0,30039.0,14.81
新竹市,441132.0,217831.0,223301.0,24807.0,12796.0,12011.0,5.62,36538.0,18881.0,17657.0,8.28,61439.0,31947.0,29492.0,13.93,66230.0,34418.0,31812.0,15.01,31437.0,16365.0,15072.0,7.13,337937.0,164132.0,173805.0,76.61,50756.0,22642.0,28114.0,11.51
嘉義市,269398.0,130974.0,138424.0,10713.0,5526.0,5187.0,3.98,15988.0,8290.0,7698.0,5.93,28724.0,14957.0,13767.0,10.66,31513.0,16408.0,15105.0,11.7,19716.0,10347.0,9369.0,7.32,213794.0,101901.0,111893.0,79.36,38140.0,16868.0,21272.0,14.16
福建省,150336.0,76071.0,74265.0,6398.0,3356.0,3042.0,4.26,8381.0,4396.0,3985.0,5.57,12462.0,6537.0,5925.0,8.29,13322.0,6986.0,6336.0,8.86,6264.0,3272.0,2992.0,4.17,127792.0,64345.0,63447.0,85.0,18192.0,8794.0,9398.0,12.1
金門縣,137456.0,68722.0,68734.0,5727.0,3013.0,2714.0,4.17,7502.0,3940.0,3562.0,5.46,11144.0,5843.0,5301.0,8.11,11912.0,6238.0,5674.0,8.67,5644.0,2917.0,2727.0,4.11,117131.0,58197.0,58934.0,85.21,16831.0,8073.0,8758.0,12.24
連江縣,12880.0,7349.0,5531.0,671.0,343.0,328.0,5.21,879.0,456.0,423.0,6.82,1318.0,694.0,624.0,10.23,1410.0,748.0,662.0,10.95,620.0,355.0,265.0,4.81,10661.0,6148.0,4513.0,82.77,1361.0,721.0,640.0,10.57
說明：本表各年齡結構指標項目係屬部分統計，各年齡指標欄位合計數不等於總人口數。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內政部戶政司 民國107年1月3日編製
