Unnamed: 0,計,男,女,計.1,男.1,女.1,％,計.2,男.2,女.2,％.1,計.3,男.3,女.3,％.2,計.4,男.4,女.4,％.3,計.5,男.5,女.5,％.4,計.6,男.6,女.6,％.5,計.7,男.7,女.7,％.6
彰化縣,1287146.0,656749.0,630397.0,58707.0,30596.0,28111.0,4.56,77995.0,40567.0,37428.0,6.06,134469.0,70243.0,64226.0,10.45,147414.0,77089.0,70325.0,11.45,89865.0,47353.0,42512.0,6.98,1028672.0,521416.0,507256.0,79.92,182962.0,84120.0,98842.0,14.21
南投縣,505163.0,258990.0,246173.0,17032.0,8855.0,8177.0,3.37,23633.0,12251.0,11382.0,4.68,43459.0,22537.0,20922.0,8.6,48079.0,24935.0,23144.0,9.52,33297.0,17394.0,15903.0,6.59,415166.0,212226.0,202940.0,82.18,80135.0,37443.0,42692.0,15.86
雲林縣,694873.0,360980.0,333893.0,25011.0,12925.0,12086.0,3.6,34366.0,17803.0,16563.0,4.95,63185.0,33018.0,30167.0,9.09,69784.0,36500.0,33284.0,10.04,47182.0,24826.0,22356.0,6.79,566647.0,293714.0,272933.0,81.55,118764.0,54020.0,64744.0,17.09
嘉義縣,515320.0,268109.0,247211.0,15179.0,7928.0,7251.0,2.95,20843.0,10870.0,9973.0,4.04,38707.0,20258.0,18449.0,7.51,42890.0,22429.0,20461.0,8.32,32402.0,17022.0,15380.0,6.29,430927.0,223879.0,207048.0,83.62,92234.0,42002.0,50232.0,17.9
屏東縣,835792.0,427747.0,408045.0,27641.0,14444.0,13197.0,3.31,38085.0,19919.0,18166.0,4.56,69946.0,36565.0,33381.0,8.37,77390.0,40525.0,36865.0,9.26,53007.0,27733.0,25274.0,6.34,691055.0,352086.0,338969.0,82.68,127016.0,59945.0,67071.0,15.2
臺東縣,220802.0,114205.0,106597.0,8230.0,4300.0,3930.0,3.73,11403.0,5919.0,5484.0,5.16,20676.0,10827.0,9849.0,9.36,22738.0,11907.0,10831.0,10.3,14636.0,7660.0,6976.0,6.63,179691.0,92744.0,86947.0,81.38,33060.0,15207.0,17853.0,14.97
花蓮縣,330911.0,168375.0,162536.0,13287.0,6887.0,6400.0,4.02,18201.0,9515.0,8686.0,5.5,31613.0,16511.0,15102.0,9.55,34688.0,18115.0,16573.0,10.48,21422.0,11206.0,10216.0,6.47,269251.0,136125.0,133126.0,81.37,48649.0,22620.0,26029.0,14.7
澎湖縣,103263.0,53152.0,50111.0,4354.0,2293.0,2061.0,4.22,5539.0,2902.0,2637.0,5.36,8930.0,4637.0,4293.0,8.65,9704.0,5033.0,4671.0,9.4,5781.0,3058.0,2723.0,5.6,85408.0,43799.0,41609.0,82.71,15579.0,7196.0,8383.0,15.09
基隆市,372100.0,186524.0,185576.0,11795.0,6069.0,5726.0,3.17,16336.0,8433.0,7903.0,4.39,30463.0,15766.0,14697.0,8.19,33606.0,17426.0,16180.0,9.03,23233.0,12173.0,11060.0,6.24,308953.0,153675.0,155278.0,83.03,51949.0,23704.0,28245.0,13.96
新竹市,437337.0,216206.0,221131.0,25925.0,13369.0,12556.0,5.93,35683.0,18493.0,17190.0,8.16,60828.0,31652.0,29176.0,13.91,65890.0,34307.0,31583.0,15.07,32405.0,16930.0,15475.0,7.41,333213.0,161946.0,171267.0,76.19,48141.0,21570.0,26571.0,11.01
嘉義市,269874.0,131410.0,138464.0,11141.0,5765.0,5376.0,4.13,15716.0,8158.0,7558.0,5.82,28997.0,15116.0,13881.0,10.74,32096.0,16787.0,15309.0,11.89,21086.0,11073.0,10013.0,7.81,212279.0,101341.0,110938.0,78.66,36268.0,16016.0,20252.0,13.44
福建省,147709.0,74750.0,72959.0,6757.0,3520.0,3237.0,4.57,8457.0,4420.0,4037.0,5.73,12617.0,6599.0,6018.0,8.54,13421.0,7013.0,6408.0,9.09,6427.0,3349.0,3078.0,4.35,124487.0,62719.0,61768.0,84.28,17056.0,8233.0,8823.0,11.55
金門縣,135114.0,67572.0,67542.0,6054.0,3166.0,2888.0,4.48,7579.0,3978.0,3601.0,5.61,11289.0,5905.0,5384.0,8.36,12029.0,6280.0,5749.0,8.9,5763.0,2972.0,2791.0,4.27,114184.0,56773.0,57411.0,84.51,15769.0,7551.0,8218.0,11.67
連江縣,12595.0,7178.0,5417.0,703.0,354.0,349.0,5.58,878.0,442.0,436.0,6.97,1328.0,694.0,634.0,10.54,1392.0,733.0,659.0,11.05,664.0,377.0,287.0,5.27,10303.0,5946.0,4357.0,81.8,1287.0,682.0,605.0,10.22
說明：本表各年齡結構指標項目係屬部分統計，各年齡指標欄位合計數不等於總人口數。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內政部戶政司 民國106年1月4日編製
