Unnamed: 0,計,男,女,計.1,男.1,女.1,％,計.2,男.2,女.2,％.1,計.3,男.3,女.3,％.2,計.4,男.4,女.4,％.3,計.5,男.5,女.5,％.4,計.6,男.6,女.6,％.5,計.7,男.7,女.7,％.6
臺東縣,218919.0,112845.0,106074.0,7783.0,4045.0,3738.0,3.56,11197.0,5892.0,5305.0,5.11,19722.0,10316.0,9406.0,9.01,21705.0,11371.0,10334.0,9.91,13022.0,6864.0,6158.0,5.95,180581.0,92731.0,87850.0,82.49,35258.0,16037.0,19221.0,16.11
花蓮縣,327968.0,166258.0,161710.0,12518.0,6520.0,5998.0,3.82,17934.0,9318.0,8616.0,5.47,30577.0,15976.0,14601.0,9.32,33371.0,17453.0,15918.0,10.18,18917.0,9886.0,9031.0,5.77,270270.0,136121.0,134149.0,82.41,52164.0,24000.0,28164.0,15.91
澎湖縣,104440.0,53807.0,50633.0,4307.0,2303.0,2004.0,4.12,5666.0,3037.0,2629.0,5.43,8718.0,4609.0,4109.0,8.35,9443.0,4990.0,4453.0,9.04,5157.0,2686.0,2471.0,4.94,87392.0,44807.0,42585.0,83.68,16735.0,7740.0,8995.0,16.02
基隆市,370155.0,184978.0,185177.0,11496.0,5909.0,5587.0,3.11,16915.0,8696.0,8219.0,4.57,29902.0,15445.0,14457.0,8.08,32827.0,16951.0,15876.0,8.87,19713.0,10391.0,9322.0,5.33,311226.0,154340.0,156886.0,84.08,57998.0,26230.0,31768.0,15.67
新竹市,445635.0,219846.0,225789.0,24988.0,12857.0,12131.0,5.61,36765.0,18924.0,17841.0,8.25,62172.0,32295.0,29877.0,13.95,67285.0,34936.0,32349.0,15.1,30367.0,15824.0,14543.0,6.81,341775.0,165869.0,175906.0,76.69,53428.0,23775.0,29653.0,11.99
嘉義市,268622.0,130416.0,138206.0,10728.0,5534.0,5194.0,3.99,15909.0,8243.0,7666.0,5.92,28373.0,14857.0,13516.0,10.56,31188.0,16265.0,14923.0,11.61,18151.0,9449.0,8702.0,6.76,214339.0,102029.0,112310.0,79.79,39737.0,17558.0,22179.0,14.79
福建省,152329.0,76942.0,75387.0,6011.0,3128.0,2883.0,3.95,7945.0,4150.0,3795.0,5.22,12051.0,6318.0,5733.0,7.91,12856.0,6739.0,6117.0,8.44,5863.0,3060.0,2803.0,3.85,130249.0,65445.0,64804.0,85.51,19272.0,9340.0,9932.0,12.65
金門縣,139273.0,69494.0,69779.0,5367.0,2783.0,2584.0,3.85,7111.0,3705.0,3406.0,5.11,10767.0,5637.0,5130.0,7.73,11486.0,6011.0,5475.0,8.25,5293.0,2741.0,2552.0,3.8,119351.0,59166.0,60185.0,85.7,17805.0,8559.0,9246.0,12.78
連江縣,13056.0,7448.0,5608.0,644.0,345.0,299.0,4.93,834.0,445.0,389.0,6.39,1284.0,681.0,603.0,9.83,1370.0,728.0,642.0,10.49,570.0,319.0,251.0,4.37,10898.0,6279.0,4619.0,83.47,1467.0,781.0,686.0,11.24
說明：本表各年齡結構指標項目係屬部分統計，各年齡指標欄位合計數不等於總人口數。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,內政部戶政司 民國108年1月4日編製
