Unnamed: 0,計,男,女,計.1,男.1,女.1,％,計.2,男.2,女.2,％.1,計.3,男.3,女.3,％.2,計.4,男.4,女.4,％.3,計.5,男.5,女.5,％.4,計.6,男.6,女.6,％.5,計.7,男.7,女.7,％.6
總    計,23420442.0,11553267.0,11867175.0,775056.0,401133.0,373923.0,3.30931414530947,1156222.0,598240.0,557982.0,4.9368069142333,2229679.0,1154055.0,1075624.0,9.52022596328455,2430006.0,1257961.0,1172045.0,10.37557702796557,1174518.0,612100.0,562418.0,5.01492670377442,19590532.0,9564894.0,10025638.0,83.64714893083573,4296985.0,1942092.0,2354893.0,18.34715587348864
新北市,4041120.0,1965445.0,2075675.0,123717.0,63845.0,59872.0,3.06145326048224,186145.0,95874.0,90271.0,4.60627251850972,364228.0,187968.0,176260.0,9.0130458882686,396956.0,204823.0,192133.0,9.82292037850893,194507.0,101307.0,93200.0,4.81319535178366,3412326.0,1639498.0,1772828.0,84.44010571326761,728177.0,322892.0,405285.0,18.01918774993071
臺北市,2511886.0,1187064.0,1324822.0,82820.0,42552.0,40268.0,3.29712415292732,124422.0,63948.0,60474.0,4.95332988837869,246108.0,126763.0,119345.0,9.79773763618253,269510.0,138889.0,130621.0,10.72938819675734,125232.0,64832.0,60400.0,4.98557657473309,2101921.0,975220.0,1126701.0,83.67899657866639,553155.0,242597.0,310558.0,22.02150097576084
桃園市,2317445.0,1142786.0,1174659.0,94231.0,48609.0,45622.0,4.06615906742123,138142.0,71410.0,66732.0,5.96096131731282,257327.0,133238.0,124089.0,11.10390969364969,279558.0,144745.0,134813.0,12.06319891086951,127929.0,66859.0,61070.0,5.52026045925578,1886541.0,918739.0,967802.0,81.40607436206685,348939.0,157393.0,191546.0,15.05705637026984
臺中市,2845909.0,1391681.0,1454228.0,103989.0,54023.0,49966.0,3.65398190876799,157091.0,81455.0,75636.0,5.51988837309977,303062.0,157076.0,145986.0,10.64904042961317,329802.0,170922.0,158880.0,11.58863477363471,155187.0,80651.0,74536.0,5.45298532033175,2332925.0,1125689.0,1207236.0,81.97468717376417,449301.0,202652.0,246649.0,15.78760951246157
臺南市,1859946.0,923152.0,936794.0,55927.0,29079.0,26848.0,3.00691525452889,85223.0,44221.0,41002.0,4.58201474666469,168676.0,87308.0,81368.0,9.06886544017945,183882.0,95265.0,88617.0,9.88641605724037,89712.0,46748.0,42964.0,4.82336583965341,1569602.0,772511.0,797091.0,84.38965432329756,349069.0,160161.0,188908.0,18.76769540621072
高雄市,2737941.0,1343106.0,1394835.0,87100.0,45050.0,42050.0,3.18122267791746,128741.0,66641.0,62100.0,4.70211008929703,245140.0,126956.0,118184.0,8.95344348179891,266665.0,138212.0,128453.0,9.73961820214534,129052.0,67024.0,62028.0,4.71346899001841,2316240.0,1124365.0,1191875.0,84.59787847875465,523046.0,233828.0,289218.0,19.10362568075791
臺灣省,6948007.0,3520412.0,3427595.0,222907.0,115706.0,107201.0,3.20821496005977,330342.0,171533.0,158809.0,4.75448571079448,634520.0,329234.0,305286.0,9.13240300419962,692134.0,359121.0,333013.0,9.9616192096525,347380.0,181769.0,165611.0,4.99970711025478,5832234.0,2939354.0,2892880.0,83.94110714050807,1318290.0,609460.0,708830.0,18.97364236967522
宜蘭縣,449890.0,225873.0,224017.0,14069.0,7269.0,6800.0,3.12720887328013,20991.0,10806.0,10185.0,4.6658071973149,40182.0,20824.0,19358.0,8.93151659294494,43823.0,22720.0,21103.0,9.74082553513081,21863.0,11301.0,10562.0,4.85963235457556,379449.0,189387.0,190062.0,84.34261708417613,86508.0,39884.0,46624.0,19.22870034897419
新竹縣,589289.0,299933.0,289356.0,25704.0,13308.0,12396.0,4.36186658838023,38373.0,19943.0,18430.0,6.51174551026746,73298.0,37923.0,35375.0,12.43837913146181,79705.0,41271.0,38434.0,13.52562155411012,36454.0,19047.0,17407.0,6.18609884114586,467260.0,236469.0,230791.0,79.29216394672224,82572.0,39275.0,43297.0,14.01214005352213
苗栗縣,534575.0,274920.0,259655.0,14663.0,7648.0,7015.0,2.74292662395361,23140.0,12014.0,11126.0,4.3286723097788,48325.0,24980.0,23345.0,9.03989150259552,52968.0,27382.0,25586.0,9.90843193190853,27556.0,14400.0,13156.0,5.15474909975214,448204.0,229938.0,218266.0,83.84305289248468,100567.0,47701.0,52866.0,18.81251461441332
彰化縣,1239048.0,628065.0,610983.0,45001.0,23365.0,21636.0,3.63190126613335,64244.0,33412.0,30832.0,5.18494844428949,118351.0,61605.0,56746.0,9.55176877731936,128642.0,66924.0,61718.0,10.38232578560314,62676.0,32980.0,29696.0,5.05839967458888,1033265.0,520563.0,512702.0,83.39184599789516,231329.0,107098.0,124231.0,18.66989817989295
南投縣,477094.0,242993.0,234101.0,13340.0,7000.0,6340.0,2.79609468993532,19844.0,10387.0,9457.0,4.15934805300423,38434.0,20085.0,18349.0,8.05585482106252,42071.0,21967.0,20104.0,8.81817838832599,22167.0,11490.0,10677.0,4.64625419728607,407528.0,206802.0,200726.0,85.41880635681858,99397.0,46701.0,52696.0,20.83383987222644
雲林縣,659468.0,340082.0,319386.0,18879.0,9808.0,9071.0,2.86276210521208,27922.0,14480.0,13442.0,4.23401893647607,53776.0,27817.0,25959.0,8.15445177021478,58955.0,30415.0,28540.0,8.93978176348208,32160.0,16796.0,15364.0,4.87665815475505,560592.0,288684.0,271908.0,85.00670237221519,136026.0,63095.0,72931.0,20.62662631090516
嘉義縣,484560.0,250858.0,233702.0,12171.0,6281.0,5890.0,2.51176324913323,17461.0,8977.0,8484.0,3.6034753178141,32410.0,16764.0,15646.0,6.68854218259865,35323.0,18268.0,17055.0,7.28970612514446,19801.0,10445.0,9356.0,4.08638765065214,423392.0,218987.0,204405.0,87.37658907049695,108368.0,51022.0,57346.0,22.36420670298828
屏東縣,794997.0,402917.0,392080.0,22332.0,11551.0,10781.0,2.80906720402718,33273.0,17194.0,16079.0,4.18529881244835,63622.0,33008.0,30614.0,8.00279749483331,69216.0,35907.0,33309.0,8.70644794886018,34867.0,18252.0,16615.0,4.38580271372093,682122.0,344131.0,337991.0,85.80183321446496,160098.0,73969.0,86129.0,20.13818920071397
臺東縣,211544.0,107954.0,103590.0,6833.0,3569.0,3264.0,3.23006088567863,9987.0,5235.0,4752.0,4.72100366826759,18483.0,9701.0,8782.0,8.7371894263132,20150.0,10561.0,9589.0,9.52520515826495,10256.0,5368.0,4888.0,4.84816397534319,178833.0,90794.0,88039.0,84.53702303066974,41012.0,18617.0,22395.0,19.38698332261846
